peak.id	chr	start	end	peak.score	n.samples	blacklist.encode	beyond.chr.end	reproducible	strand	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	refMean	non.refMean	refExp	non.refExp	sig.peaks.direction	padj.log	DYRK1Apeak
chr11:6440411:6440912	chr11	6440411	6440912	15.9613137322721	14	FALSE	FALSE	TRUE	*	Promoter	11	6416355	6440644	24290	2	322	uc001mdc.1	0	ENSG00000166313	APBB1	amyloid beta precursor protein binding family B member 1	94.481548255911	-1.18627594542552	0.394616872845799	-3.0061460293642	0.00264581900969609	0.123500326772519	3.55244470920623	2.46538742972442	4	5	n.s.	0.90833189329246	NA
chr12:95596437:95596938	chr12	95596437	95596938	6.10813002197145	13	FALSE	FALSE	TRUE	*	Intron	12	95470525	95611240	140716	2	55785	uc001tdp.4	14302	ENSG00000180263	FGD6	FYVE, RhoGEF and PH domain containing 6	47.0220872514699	1.24509842462712	0.414279585573985	3.00545445149569	0.00265184310323254	0.123511952635253	1.60487800539572	2.56415661412504	4	5	n.s.	0.908291012344772	NA
chr6:108037872:108038373	chr6	108037872	108038373	5.39202298396613	5	FALSE	FALSE	TRUE	*	Intron	6	108023364	108053599	30236	2	256380	uc003pry.4	15226	ENSG00000146285	SCML4	Scm polycomb group protein like 4	15.6101632915374	2.44474050475022	0.822085369303156	2.97382801839973	0.00294109867130749	0.130211808151655	0.415562445513202	1.39182460293043	0	4	n.s.	0.88534963034099	NA
chr21:38937356:38937857	chr21	38937356	38937857	15.6757580791218	3	FALSE	FALSE	TRUE	*	Distal Intergenic	21	38861087	38887679	26593	1	1859	uc011aei.2	76269	ENSG00000157540	DYRK1A	dual specificity tyrosine phosphorylation regulated kinase 1A	47.3450135575622	1.94417165102033	0.662932047343069	2.93268617622618	0.00336043375773064	0.13938056439648	1.25560901919658	2.34821562415965	4	5	n.s.	0.855797781215313	DYRK1A log2FC >1
chr21:39047440:39047941	chr21	39047440	39047941	11.7309065595497	14	FALSE	FALSE	TRUE	*	Intron	21	38861087	38887679	26593	1	1859	uc011aei.2	186353	ENSG00000157540	DYRK1A	dual specificity tyrosine phosphorylation regulated kinase 1A	56.829574168363	1.33538656349891	0.459392215046918	2.90685501355857	0.00365082367934479	0.145360242618673	1.72114770413887	2.77818124339225	4	5	n.s.	0.837554360824795	DYRK1A log2FC >1
chr15:38544255:38544756	chr15	38544255	38544756	17.5706871286918	14	FALSE	FALSE	TRUE	*	Promoter	15	38545052	38649450	104399	1	161742	uc001zka.4	-296	ENSG00000166068	SPRED1	sprouty related EVH1 domain containing 1	111.286081845708	-0.919938436858462	0.32266503958357	-2.85106325136969	0.00435733007663606	0.158576237034629	3.67398294596964	2.85584478293315	4	5	n.s.	0.79976189203696	NA
chr21:38831009:38831510	chr21	38831009	38831510	5.02047505076372	9	FALSE	FALSE	TRUE	*	Intron	21	38861087	38887679	26593	1	1859	uc011aei.2	-29577	ENSG00000157540	DYRK1A	dual specificity tyrosine phosphorylation regulated kinase 1A	36.1256070073617	1.67125585917887	0.586556098544432	2.84926857520734	0.00438198721902002	0.158943218507687	1.07455616614235	2.30471483738721	2	5	n.s.	0.798757997019539	DYRK1A log2FC >1
chr6:12587042:12587543	chr6	12587042	12587543	8.46098978422694	9	FALSE	FALSE	TRUE	*	Distal Intergenic	6	12717037	13253337	536301	1	221692	uc011dir.2	-129494	ENSG00000112137	PHACTR1	phosphatase and actin regulator 1	35.1379533990471	2.15601072875848	0.757758533916499	2.84524770392894	0.00443768987738189	0.1600043132699	0.872913452903942	2.08759817578699	2	4	n.s.	0.795868309818652	NA
chr21:38936071:38936572	chr21	38936071	38936572	218.318325251506	14	FALSE	FALSE	TRUE	*	Distal Intergenic	21	38861087	38887679	26593	1	1859	uc011aei.2	74984	ENSG00000157540	DYRK1A	dual specificity tyrosine phosphorylation regulated kinase 1A	689.658317127407	1.30153007395339	0.458253095001275	2.84019920029076	0.00450853704752091	0.161401948172499	4.92529375852622	6.01664158882678	4	5	n.s.	0.792091227510727	DYRK1A log2FC >1
chr15:84099142:84099643	chr15	84099142	84099643	7.57239635702668	2	FALSE	FALSE	TRUE	*	Distal Intergenic	15	84116091	84234635	118545	1	6457	uc010bms.2	-16448	ENSG00000140600	SH3GL3	SH3 domain containing GRB2 like 3, endophilin A3	19.072569363021	-4.60030192578593	1.64298502772429	-2.79996582327827	0.00511080173511653	0.172639279679261	1.55067177715236	0.180266686602511	2	0	n.s.	0.762860384709211	NA
chr21:38752881:38753382	chr21	38752881	38753382	25.9618817397944	14	FALSE	FALSE	TRUE	*	Intron	21	38739859	38887679	147821	1	1859	uc002ywi.3	13022	ENSG00000157540	DYRK1A	dual specificity tyrosine phosphorylation regulated kinase 1A	70.041485994791	1.52618834578599	0.546982677209612	2.79019502696449	0.00526763005488433	0.175181515484548	1.81647174398625	2.94726576182575	4	5	n.s.	0.756511720922359	DYRK1A log2FC >1
chr5:138609546:138610047	chr5	138609546	138610047	26.9458329504027	14	FALSE	FALSE	TRUE	*	5' UTR	5	138609441	138667366	57926	1	9782	uc010jfb.3	105	ENSG00000015479	MATR3	matrin 3	174.907994632132	-0.847799702717751	0.30632484511168	-2.76764916802181	0.00564622000593075	0.181004802302426	4.23525278952387	3.49067186974169	4	5	n.s.	0.742309902557463	NA
chr21:38745180:38745681	chr21	38745180	38745681	5.68069070719024	7	FALSE	FALSE	TRUE	*	Intron	21	38739859	38887679	147821	1	1859	uc002ywi.3	5321	ENSG00000157540	DYRK1A	dual specificity tyrosine phosphorylation regulated kinase 1A	19.648110819697	2.11194031503766	0.765996837633338	2.75711362146457	0.00583140847043925	0.183539743194801	0.576058445534617	1.59727907720729	1	4	n.s.	0.73626988028755	DYRK1A log2FC >1
chr21:39072858:39073359	chr21	39072858	39073359	13.9205311085475	14	FALSE	FALSE	TRUE	*	Intron	21	38861087	38887679	26593	1	1859	uc011aei.2	211771	ENSG00000157540	DYRK1A	dual specificity tyrosine phosphorylation regulated kinase 1A	67.8467813825958	1.1367374875742	0.414621886483889	2.74162441643894	0.00611362026172344	0.187958815117367	2.05738337495156	2.94946928700852	4	5	n.s.	0.725937301410371	DYRK1A log2FC >1
chr1:65991472:65991973	chr1	65991472	65991973	6.36112353505671	4	FALSE	FALSE	TRUE	*	Promoter	1	65991372	66101111	109740	1	3953	uc001dck.3	100	ENSG00000116678	LEPR	leptin receptor	37.248251093445	-1.37248895728507	0.501710690241615	-2.73561832342879	0.00622631972379109	0.19019364656674	2.29493434826867	1.45559084838525	4	5	n.s.	0.720803994796565	NA
chr21:38919051:38919552	chr21	38919051	38919552	12.5166875183874	4	FALSE	FALSE	TRUE	*	Distal Intergenic	21	38861087	38887679	26593	1	1859	uc011aei.2	57964	ENSG00000157540	DYRK1A	dual specificity tyrosine phosphorylation regulated kinase 1A	110.023321228473	1.36899906238862	0.5006565709258	2.73440745990233	0.00624926587746954	0.190537525355844	2.47745527922076	3.47195936717705	4	5	n.s.	0.7200194795681	DYRK1A log2FC >1
chr21:38869246:38869747	chr21	38869246	38869747	5.62696512598181	6	FALSE	FALSE	TRUE	*	Intron	21	38861087	38887679	26593	1	1859	uc011aei.2	8159	ENSG00000157540	DYRK1A	dual specificity tyrosine phosphorylation regulated kinase 1A	22.137211687	1.87082984903029	0.68986251715698	2.71188795231293	0.00669012029602383	0.197529223759139	0.750465221727997	1.66592288389282	1	4	n.s.	0.704368642931493	DYRK1A log2FC >1
chr7:39865243:39865744	chr7	39865243	39865744	6.41353786269794	13	FALSE	FALSE	TRUE	*	Distal Intergenic	7	39773167	39834222	61056	1	349114	uc003thf.3	92076	NA	LINC00265	long intergenic non-protein coding RNA 265	47.745705384329	-1.52582857245645	0.565225239764423	-2.69950537433959	0.00694426341598366	0.201471049372259	2.73035053596223	1.52294905323469	4	4	n.s.	0.695787351513867	NA
chr21:38919579:38920080	chr21	38919579	38920080	97.8130843166738	14	FALSE	FALSE	TRUE	*	Distal Intergenic	21	38861087	38887679	26593	1	1859	uc011aei.2	58492	ENSG00000157540	DYRK1A	dual specificity tyrosine phosphorylation regulated kinase 1A	301.277856089174	1.20808021900083	0.449490278874559	2.68766706596111	0.00719530982956887	0.204771087322318	3.85276420300323	4.85925291808484	4	5	n.s.	0.688731363627843	DYRK1A log2FC >1
chr7:90335350:90335851	chr7	90335350	90335851	10.0804045021218	10	FALSE	FALSE	TRUE	*	Intron	7	90338712	90839904	501193	1	5218	uc003ukz.1	-2861	ENSG00000058091	CDK14	cyclin dependent kinase 14	35.8164749690238	-1.77832535293728	0.671231833405598	-2.64934597025095	0.00806477251873323	0.217267066400782	2.43120555010175	1.08353708547479	4	2	n.s.	0.663006099562488	NA
